po_id,supplier_id,contract_id,po_date,required_date,buyer_id,currency,status
PO000342,SUP0010,,2026-09-06,2026-10-20,BUY014,INR,Approved
PO000343,SUP0031,CON0086,2026-09-06,2026-10-01,BUY013,INR,Approved
PO000344,SUP0041,CON0015,2026-09-06,2026-10-11,BUY007,INR,Approved
PO000345,SUP0100,CON0090,2026-09-06,2026-10-20,BUY006,INR,Completed
PO000346,SUP0060,CON0057,2026-09-06,2026-10-03,BUY007,INR,Completed
PO000347,SUP0040,CON0126,2026-09-06,2026-10-12,BUY003,INR,Approved
PO000348,SUP0088,,2026-09-06,2026-10-02,BUY020,INR,Approved
PO000349,SUP0028,CON0102,2026-09-06,2026-10-03,BUY012,INR,Completed
PO000350,SUP0066,,2026-09-06,2026-09-16,BUY009,INR,Approved
PO000351,SUP0004,,2026-09-06,2026-10-08,BUY018,INR,Cancelled
PO000352,SUP0032,CON0004,2026-09-06,2026-09-19,BUY004,INR,Approved
PO000353,SUP0008,CON0109,2026-09-06,2026-09-27,BUY012,INR,Approved
PO000354,SUP0075,CON0098,2026-09-06,2026-10-20,BUY001,INR,Approved
PO000355,SUP0026,,2026-09-06,2026-10-11,BUY003,INR,Approved
PO000356,SUP0016,,2026-09-06,2026-09-15,BUY002,INR,Approved
PO000357,SUP0074,,2026-09-06,2026-10-10,BUY013,INR,Completed
PO000358,SUP0004,CON0085,2026-09-06,2026-10-07,BUY012,INR,Approved
PO000359,SUP0024,CON0033,2026-09-06,2026-09-30,BUY002,INR,Cancelled
PO000360,SUP0080,CON0147,2026-09-06,2026-09-28,BUY014,INR,Cancelled
PO000361,SUP0062,CON0056,2026-09-06,2026-09-16,BUY005,INR,Completed
PO000362,SUP0026,,2026-09-06,2026-10-16,BUY018,INR,Approved
PO000363,SUP0049,,2026-09-06,2026-10-05,BUY016,INR,Approved
PO000364,SUP0073,CON0080,2026-09-06,2026-10-15,BUY006,INR,Approved
PO000365,SUP0041,CON0105,2026-09-06,2026-10-21,BUY002,INR,Completed
PO000366,SUP0068,,2026-09-06,2026-10-05,BUY008,INR,Approved
PO000367,SUP0013,CON0072,2026-09-06,2026-09-28,BUY018,INR,Approved
PO000368,SUP0098,CON0116,2026-09-06,2026-09-27,BUY012,INR,Approved
PO000369,SUP0023,CON0087,2026-09-06,2026-09-28,BUY019,INR,Approved
PO000370,SUP0091,,2026-09-06,2026-10-05,BUY019,INR,Approved
PO000371,SUP0073,,2026-09-06,2026-09-25,BUY016,INR,Cancelled
PO000372,SUP0040,CON0126,2026-09-06,2026-09-24,BUY002,INR,Approved
PO000373,SUP0078,CON0047,2026-09-06,2026-09-27,BUY001,INR,Approved
PO000374,SUP0079,,2026-09-06,2026-09-25,BUY011,INR,Approved
PO000375,SUP0042,CON0096,2026-09-06,2026-09-16,BUY005,INR,Approved
PO000376,SUP0068,,2026-09-06,2026-10-06,BUY012,INR,Completed
PO000377,SUP0076,CON0149,2026-09-06,2026-09-19,BUY005,INR,Approved
PO000378,SUP0094,,2026-09-06,2026-10-10,BUY016,INR,Approved
PO000379,SUP0023,CON0087,2026-09-06,2026-10-18,BUY008,INR,Cancelled
PO000380,SUP0023,CON0087,2026-09-06,2026-10-07,BUY005,INR,Approved
PO000381,SUP0094,,2026-09-06,2026-09-13,BUY019,INR,Completed
PO000382,SUP0099,CON0007,2026-09-06,2026-10-19,BUY020,INR,Approved
PO000383,SUP0082,CON0062,2026-09-06,2026-10-19,BUY005,INR,Approved
PO000384,SUP0096,CON0053,2026-09-06,2026-09-17,BUY006,INR,Approved
PO000385,SUP0091,CON0028,2026-09-06,2026-10-04,BUY007,INR,Approved
PO000386,SUP0089,CON0029,2026-09-06,2026-09-17,BUY001,INR,Approved
PO000387,SUP0050,CON0005,2026-09-06,2026-10-11,BUY014,INR,Completed
PO000388,SUP0049,,2026-09-06,2026-10-05,BUY004,INR,Completed
PO000389,SUP0074,CON0113,2026-09-06,2026-09-27,BUY002,INR,Approved
PO000390,SUP0003,,2026-09-06,2026-10-03,BUY004,INR,Approved
PO000391,SUP0044,,2026-09-06,2026-09-23,BUY006,INR,Approved
PO000392,SUP0071,,2026-09-06,2026-09-18,BUY020,INR,Completed
PO000393,SUP0091,CON0028,2026-09-06,2026-09-14,BUY020,INR,Completed
PO000394,SUP0021,,2026-09-06,2026-09-16,BUY007,INR,Approved
PO000395,SUP0053,CON0103,2026-09-06,2026-10-18,BUY010,INR,Approved
PO000396,SUP0031,CON0086,2026-09-06,2026-09-19,BUY005,INR,Approved
PO000397,SUP0047,,2026-09-06,2026-09-13,BUY010,INR,Cancelled
PO000398,SUP0062,CON0011,2026-09-06,2026-09-25,BUY006,INR,Approved
PO000399,SUP0011,,2026-09-06,2026-10-13,BUY010,INR,Completed
PO000400,SUP0061,,2026-09-06,2026-10-14,BUY009,INR,Approved
PO000401,SUP0083,CON0065,2026-09-06,2026-10-17,BUY013,INR,Approved
PO000402,SUP0024,CON0033,2026-09-06,2026-10-11,BUY015,INR,Approved
PO000403,SUP0029,,2026-09-06,2026-09-30,BUY005,INR,Approved
PO000404,SUP0011,,2026-09-06,2026-10-05,BUY014,INR,Cancelled
PO000405,SUP0030,CON0063,2026-09-06,2026-10-18,BUY017,INR,Completed
PO000406,SUP0069,CON0023,2026-09-06,2026-10-13,BUY016,INR,Approved
PO000407,SUP0011,,2026-09-06,2026-10-08,BUY002,INR,Cancelled
PO000408,SUP0074,,2026-09-06,2026-10-16,BUY020,INR,Approved
PO000409,SUP0016,CON0138,2026-09-06,2026-10-11,BUY007,INR,Approved
PO000410,SUP0017,CON0097,2026-09-06,2026-09-15,BUY007,INR,Approved
PO000411,SUP0077,CON0099,2026-09-06,2026-09-29,BUY003,INR,Completed
PO000412,SUP0072,CON0064,2026-09-06,2026-10-08,BUY017,INR,Completed
PO000413,SUP0002,CON0045,2026-09-06,2026-10-20,BUY004,INR,Completed
PO000414,SUP0020,,2026-09-06,2026-09-22,BUY019,INR,Approved
PO000415,SUP0014,,2026-09-06,2026-10-19,BUY010,INR,Cancelled
PO000416,SUP0045,CON0115,2026-09-06,2026-10-09,BUY019,INR,Cancelled
PO000417,SUP0061,,2026-09-06,2026-09-15,BUY013,INR,Approved
PO000418,SUP0080,CON0147,2026-09-06,2026-10-21,BUY002,INR,Completed
PO000419,SUP0043,CON0110,2026-09-06,2026-09-28,BUY009,INR,Approved
PO000420,SUP0003,,2026-09-06,2026-10-04,BUY010,INR,Approved
PO000421,SUP0036,,2026-09-06,2026-10-14,BUY004,INR,Approved
PO000422,SUP0018,,2026-09-06,2026-10-02,BUY015,INR,Approved
PO000423,SUP0035,CON0003,2026-09-06,2026-10-09,BUY007,INR,Completed
PO000424,SUP0028,CON0102,2026-09-06,2026-10-09,BUY002,INR,Cancelled
PO000425,SUP0021,,2026-09-06,2026-09-17,BUY017,INR,Completed
PO000426,SUP0018,,2026-09-06,2026-10-16,BUY001,INR,Approved
PO000427,SUP0025,,2026-09-06,2026-09-25,BUY008,INR,Approved
PO000428,SUP0059,,2026-09-06,2026-09-16,BUY007,INR,Approved
PO000429,SUP0048,CON0031,2026-09-06,2026-10-12,BUY001,INR,Approved
PO000430,SUP0048,CON0031,2026-09-06,2026-10-14,BUY016,INR,Cancelled
PO000431,SUP0071,,2026-09-06,2026-10-05,BUY009,INR,Approved
PO000432,SUP0037,CON0133,2026-09-06,2026-09-14,BUY019,INR,Approved
PO000433,SUP0029,,2026-09-06,2026-09-27,BUY009,INR,Completed
PO000434,SUP0066,,2026-09-06,2026-09-14,BUY001,INR,Completed
PO000435,SUP0017,CON0017,2026-09-06,2026-09-24,BUY008,INR,Approved
PO000436,SUP0078,CON0047,2026-09-06,2026-10-02,BUY014,INR,Completed
PO000437,SUP0045,CON0115,2026-09-06,2026-10-12,BUY010,INR,Cancelled
PO000438,SUP0080,CON0025,2026-09-06,2026-10-08,BUY017,INR,Approved
PO000439,SUP0072,CON0064,2026-09-06,2026-10-21,BUY004,INR,Completed
PO000440,SUP0009,,2026-09-06,2026-10-04,BUY011,INR,Approved
PO000441,SUP0034,CON0021,2026-09-06,2026-10-02,BUY002,INR,Cancelled
PO000442,SUP0052,CON0094,2026-09-06,2026-10-03,BUY016,INR,Approved
PO000443,SUP0034,CON0021,2026-09-06,2026-10-09,BUY019,INR,Cancelled
PO000444,SUP0025,CON0048,2026-09-06,2026-10-04,BUY018,INR,Completed
PO000445,SUP0086,CON0111,2026-09-06,2026-10-05,BUY018,INR,Approved
PO000446,SUP0038,CON0044,2026-09-06,2026-09-19,BUY018,INR,Approved
PO000447,SUP0088,CON0026,2026-09-06,2026-10-04,BUY012,INR,Approved
PO000448,SUP0096,CON0053,2026-09-06,2026-10-02,BUY012,INR,Approved
PO000449,SUP0075,CON0098,2026-09-06,2026-10-01,BUY016,INR,Approved
PO000450,SUP0082,CON0145,2026-09-06,2026-10-20,BUY003,INR,Completed
PO000451,SUP0025,CON0077,2026-09-06,2026-10-15,BUY017,INR,Approved
PO000452,SUP0053,,2026-09-06,2026-09-16,BUY005,INR,Approved
PO000453,SUP0026,,2026-09-06,2026-10-04,BUY019,INR,Completed
PO000454,SUP0019,,2026-09-06,2026-10-03,BUY006,INR,Approved
PO000455,SUP0063,CON0010,2026-09-06,2026-10-04,BUY011,INR,Approved
PO000456,SUP0001,CON0121,2026-09-06,2026-10-11,BUY019,INR,Approved
PO000457,SUP0063,CON0010,2026-09-06,2026-09-18,BUY014,INR,Completed
PO000458,SUP0055,CON0117,2026-09-06,2026-10-13,BUY018,INR,Approved
PO000459,SUP0094,,2026-09-06,2026-10-06,BUY011,INR,Cancelled
PO000460,SUP0025,CON0048,2026-09-06,2026-09-14,BUY008,INR,Approved
PO000461,SUP0040,CON0126,2026-09-06,2026-09-21,BUY006,INR,Approved
PO000462,SUP0006,,2026-09-06,2026-10-02,BUY015,INR,Cancelled
PO000463,SUP0077,CON0099,2026-09-06,2026-10-16,BUY011,INR,Completed
PO000464,SUP0046,CON0076,2026-09-06,2026-09-25,BUY001,INR,Approved
PO000465,SUP0029,,2026-09-06,2026-09-21,BUY001,INR,Cancelled
PO000466,SUP0065,CON0055,2026-09-06,2026-09-23,BUY013,INR,Approved
PO000467,SUP0099,CON0007,2026-09-06,2026-10-17,BUY004,INR,Approved
PO000468,SUP0007,CON0079,2026-09-06,2026-09-20,BUY004,INR,Cancelled
PO000469,SUP0033,CON0037,2026-09-06,2026-10-13,BUY001,INR,Approved
PO000470,SUP0054,CON0131,2026-09-06,2026-09-19,BUY020,INR,Cancelled
PO000471,SUP0090,CON0101,2026-09-06,2026-09-21,BUY017,INR,Cancelled
PO000472,SUP0016,CON0138,2026-09-06,2026-10-01,BUY016,INR,Approved
PO000473,SUP0078,,2026-09-06,2026-09-25,BUY017,INR,Approved
PO000474,SUP0046,CON0043,2026-09-06,2026-10-09,BUY018,INR,Completed
PO000475,SUP0027,CON0081,2026-09-06,2026-10-13,BUY001,INR,Approved
PO000476,SUP0015,CON0068,2026-09-06,2026-10-19,BUY003,INR,Cancelled
PO000477,SUP0010,,2026-09-06,2026-09-19,BUY008,INR,Completed
PO000478,SUP0038,CON0044,2026-09-06,2026-09-29,BUY006,INR,Approved
PO000479,SUP0038,,2026-09-06,2026-10-06,BUY011,INR,Completed
PO000480,SUP0095,CON0088,2026-09-06,2026-09-20,BUY001,INR,Approved
PO000481,SUP0085,CON0119,2026-09-06,2026-09-23,BUY020,INR,Approved
PO000482,SUP0094,,2026-09-06,2026-09-18,BUY011,INR,Approved
PO000483,SUP0015,CON0132,2026-09-06,2026-10-08,BUY009,INR,Completed
PO000484,SUP0089,,2026-09-06,2026-10-13,BUY006,INR,Approved
PO000485,SUP0017,,2026-09-06,2026-09-16,BUY006,INR,Approved
PO000486,SUP0054,CON0131,2026-09-06,2026-10-20,BUY006,INR,Cancelled
PO000487,SUP0049,,2026-09-06,2026-10-05,BUY005,INR,Completed
PO000488,SUP0063,,2026-09-06,2026-09-20,BUY015,INR,Approved
PO000489,SUP0009,,2026-09-06,2026-09-29,BUY001,INR,Cancelled
PO000490,SUP0099,CON0007,2026-09-06,2026-10-19,BUY011,INR,Cancelled
PO000491,SUP0067,,2026-09-06,2026-09-19,BUY008,INR,Completed
PO000492,SUP0045,CON0115,2026-09-06,2026-10-07,BUY001,INR,Approved
PO000493,SUP0065,,2026-09-06,2026-10-13,BUY006,INR,Approved
PO000494,SUP0097,CON0128,2026-09-06,2026-10-14,BUY009,INR,Approved
PO000495,SUP0065,CON0100,2026-09-06,2026-09-27,BUY013,INR,Approved
PO000496,SUP0011,CON0129,2026-09-06,2026-10-12,BUY015,INR,Approved
PO000497,SUP0064,,2026-09-06,2026-10-11,BUY016,INR,Approved
PO000498,SUP0014,CON0042,2026-09-06,2026-10-08,BUY003,INR,Cancelled
PO000499,SUP0080,,2026-09-06,2026-10-02,BUY018,INR,Approved
PO000500,SUP0084,,2026-09-06,2026-10-12,BUY012,INR,Approved
PO000501,SUP0029,,2026-09-06,2026-10-12,BUY020,INR,Cancelled
PO000502,SUP0061,,2026-09-06,2026-10-06,BUY004,INR,Approved
PO000503,SUP0098,CON0116,2026-09-06,2026-09-27,BUY010,INR,Cancelled
PO000504,SUP0067,,2026-09-06,2026-10-06,BUY002,INR,Approved
PO000505,SUP0064,,2026-09-06,2026-09-21,BUY014,INR,Approved
PO000506,SUP0033,CON0084,2026-09-06,2026-09-25,BUY007,INR,Completed
PO000507,SUP0025,CON0077,2026-09-06,2026-10-04,BUY002,INR,Cancelled
PO000508,SUP0016,CON0138,2026-09-06,2026-10-11,BUY016,INR,Approved
PO000509,SUP0068,CON0124,2026-09-06,2026-09-16,BUY019,INR,Completed
PO000510,SUP0066,,2026-09-06,2026-09-24,BUY006,INR,Approved
PO000511,SUP0014,CON0091,2026-09-06,2026-10-07,BUY017,INR,Completed
PO000512,SUP0054,,2026-09-06,2026-10-21,BUY008,INR,Approved
PO000513,SUP0051,,2026-09-06,2026-10-04,BUY015,INR,Approved
PO000514,SUP0018,CON0069,2026-09-06,2026-10-09,BUY018,INR,Approved
PO000515,SUP0092,CON0002,2026-09-06,2026-10-18,BUY007,INR,Cancelled
PO000516,SUP0092,CON0095,2026-09-06,2026-10-01,BUY005,INR,Approved
PO000517,SUP0065,CON0100,2026-09-06,2026-10-17,BUY004,INR,Approved
PO000518,SUP0072,CON0064,2026-09-06,2026-10-13,BUY018,INR,Approved
PO000519,SUP0055,CON0117,2026-09-06,2026-09-13,BUY013,INR,Approved
PO000520,SUP0007,CON0079,2026-09-06,2026-09-16,BUY010,INR,Approved
PO000521,SUP0019,,2026-09-06,2026-09-16,BUY010,INR,Approved
PO000522,SUP0097,CON0128,2026-09-06,2026-10-17,BUY004,INR,Cancelled
PO000523,SUP0087,,2026-09-06,2026-10-18,BUY018,INR,Completed
PO000524,SUP0031,,2026-09-06,2026-10-15,BUY010,INR,Approved
PO000525,SUP0049,,2026-09-06,2026-10-07,BUY011,INR,Cancelled
PO000526,SUP0007,CON0079,2026-09-06,2026-09-13,BUY020,INR,Completed
PO000527,SUP0029,,2026-09-06,2026-10-06,BUY018,INR,Cancelled
PO000528,SUP0026,,2026-09-06,2026-09-25,BUY006,INR,Approved
PO000529,SUP0024,CON0033,2026-09-06,2026-09-24,BUY013,INR,Approved
PO000530,SUP0055,CON0117,2026-09-06,2026-09-30,BUY006,INR,Cancelled
PO000531,SUP0033,CON0037,2026-09-06,2026-09-13,BUY002,INR,Approved
PO000532,SUP0042,CON0096,2026-09-06,2026-10-21,BUY020,INR,Approved
PO000533,SUP0063,CON0010,2026-09-06,2026-10-19,BUY011,INR,Cancelled
PO000534,SUP0029,,2026-09-06,2026-09-24,BUY017,INR,Approved
PO000535,SUP0054,CON0104,2026-09-06,2026-10-17,BUY012,INR,Approved
PO000536,SUP0028,CON0102,2026-09-06,2026-10-04,BUY007,INR,Cancelled
PO000537,SUP0068,,2026-09-06,2026-10-13,BUY001,INR,Approved
PO000538,SUP0086,CON0111,2026-09-06,2026-10-05,BUY002,INR,Approved
PO000539,SUP0049,,2026-09-06,2026-09-20,BUY018,INR,Approved
PO000540,SUP0004,,2026-09-06,2026-10-16,BUY012,INR,Cancelled
PO000541,SUP0066,,2026-09-06,2026-10-11,BUY010,INR,Approved
PO000542,SUP0042,CON0013,2026-09-06,2026-10-15,BUY006,INR,Cancelled
PO000543,SUP0069,CON0023,2026-09-06,2026-09-13,BUY007,INR,Completed
PO000544,SUP0014,CON0091,2026-09-06,2026-09-26,BUY003,INR,Approved
PO000545,SUP0004,CON0085,2026-09-06,2026-10-12,BUY003,INR,Approved
PO000546,SUP0007,,2026-09-06,2026-09-24,BUY018,INR,Approved
PO000547,SUP0074,,2026-09-06,2026-09-27,BUY014,INR,Completed
PO000548,SUP0058,,2026-09-06,2026-10-08,BUY001,INR,Completed
PO000549,SUP0087,CON0038,2026-09-06,2026-09-20,BUY019,INR,Approved
PO000550,SUP0090,CON0101,2026-09-06,2026-09-17,BUY010,INR,Approved
PO000551,SUP0078,CON0047,2026-09-06,2026-09-18,BUY013,INR,Completed
PO000552,SUP0085,CON0122,2026-09-06,2026-09-14,BUY008,INR,Approved
PO000553,SUP0096,,2026-09-06,2026-10-08,BUY018,INR,Approved
PO000554,SUP0082,CON0145,2026-09-06,2026-09-22,BUY012,INR,Approved
PO000555,SUP0071,,2026-09-06,2026-10-18,BUY002,INR,Approved
PO000556,SUP0074,CON0113,2026-09-06,2026-10-21,BUY010,INR,Approved
PO000557,SUP0096,CON0108,2026-09-06,2026-10-05,BUY017,INR,Approved
PO000558,SUP0021,,2026-09-06,2026-09-24,BUY009,INR,Approved
PO000559,SUP0015,CON0068,2026-09-06,2026-09-24,BUY018,INR,Completed
PO000560,SUP0083,CON0050,2026-09-06,2026-10-18,BUY009,INR,Approved
PO000561,SUP0026,,2026-09-06,2026-10-20,BUY011,INR,Approved
PO000562,SUP0017,CON0017,2026-09-06,2026-09-28,BUY007,INR,Approved
PO000563,SUP0063,CON0010,2026-09-06,2026-10-11,BUY019,INR,Approved
PO000564,SUP0073,CON0080,2026-09-06,2026-10-19,BUY014,INR,Approved
PO000565,SUP0001,CON0121,2026-09-06,2026-10-03,BUY014,INR,Approved
PO000566,SUP0047,,2026-09-06,2026-09-21,BUY011,INR,Completed
PO000567,SUP0060,CON0057,2026-09-06,2026-10-11,BUY016,INR,Cancelled
PO000568,SUP0014,CON0042,2026-09-06,2026-09-24,BUY009,INR,Approved
PO000569,SUP0069,CON0140,2026-09-06,2026-09-25,BUY003,INR,Approved
PO000570,SUP0003,,2026-09-06,2026-10-15,BUY019,INR,Cancelled
PO000571,SUP0052,CON0094,2026-09-06,2026-10-20,BUY018,INR,Approved
PO000572,SUP0070,,2026-09-06,2026-10-17,BUY005,INR,Approved
PO000573,SUP0051,,2026-09-06,2026-09-27,BUY019,INR,Approved
PO000574,SUP0018,CON0069,2026-09-06,2026-10-12,BUY013,INR,Approved
PO000575,SUP0065,CON0055,2026-09-06,2026-09-13,BUY017,INR,Approved
PO000576,SUP0058,,2026-09-06,2026-09-23,BUY019,INR,Approved
PO000577,SUP0095,,2026-09-06,2026-10-13,BUY002,INR,Approved
PO000578,SUP0098,CON0116,2026-09-06,2026-10-14,BUY012,INR,Approved
PO000579,SUP0006,CON0067,2026-09-06,2026-09-26,BUY013,INR,Completed
PO000580,SUP0059,CON0125,2026-09-06,2026-09-15,BUY004,INR,Cancelled
PO000581,SUP0082,,2026-09-06,2026-09-30,BUY009,INR,Cancelled
PO000582,SUP0070,,2026-09-06,2026-10-19,BUY013,INR,Approved
PO000583,SUP0076,CON0149,2026-09-06,2026-09-17,BUY008,INR,Cancelled
PO000584,SUP0052,,2026-09-06,2026-10-05,BUY012,INR,Completed
PO000585,SUP0062,CON0011,2026-09-06,2026-10-21,BUY015,INR,Approved
PO000586,SUP0030,CON0063,2026-09-06,2026-09-17,BUY007,INR,Approved
PO000587,SUP0024,CON0033,2026-09-06,2026-09-23,BUY008,INR,Completed
PO000588,SUP0043,CON0110,2026-09-06,2026-09-20,BUY016,INR,Approved
PO000589,SUP0076,CON0149,2026-09-06,2026-09-23,BUY001,INR,Approved
PO000590,SUP0006,CON0067,2026-09-06,2026-09-21,BUY005,INR,Cancelled
PO000591,SUP0006,CON0067,2026-09-06,2026-10-19,BUY009,INR,Approved
PO000592,SUP0067,,2026-09-06,2026-10-08,BUY019,INR,Approved
PO000593,SUP0093,,2026-09-06,2026-10-01,BUY007,INR,Completed
PO000594,SUP0078,,2026-09-06,2026-10-13,BUY006,INR,Approved
PO000595,SUP0053,CON0103,2026-09-06,2026-10-21,BUY020,INR,Cancelled
PO000596,SUP0034,CON0021,2026-09-06,2026-09-23,BUY015,INR,Cancelled
PO000597,SUP0076,CON0149,2026-09-06,2026-09-17,BUY005,INR,Approved
PO000598,SUP0003,,2026-09-06,2026-09-25,BUY017,INR,Completed
PO000599,SUP0020,,2026-09-06,2026-10-21,BUY016,INR,Cancelled
PO000600,SUP0077,,2026-09-06,2026-09-15,BUY018,INR,Cancelled
PO000601,SUP0097,CON0049,2026-09-06,2026-09-20,BUY020,INR,Cancelled
PO000602,SUP0001,CON0121,2026-09-06,2026-10-10,BUY002,INR,Cancelled
PO000603,SUP0055,,2026-09-06,2026-09-27,BUY016,INR,Completed
PO000604,SUP0045,,2026-09-06,2026-10-20,BUY019,INR,Approved
PO000605,SUP0055,CON0117,2026-09-06,2026-09-21,BUY003,INR,Approved
PO000606,SUP0077,CON0099,2026-09-06,2026-10-17,BUY001,INR,Approved
PO000607,SUP0074,CON0113,2026-09-06,2026-10-16,BUY013,INR,Approved
PO000608,SUP0089,CON0029,2026-09-06,2026-10-03,BUY005,INR,Completed
PO000609,SUP0084,CON0020,2026-09-06,2026-10-20,BUY019,INR,Approved
PO000610,SUP0079,,2026-09-06,2026-09-30,BUY013,INR,Approved
PO000611,SUP0053,,2026-09-06,2026-10-18,BUY016,INR,Approved
PO000612,SUP0048,CON0031,2026-09-06,2026-10-18,BUY010,INR,Cancelled
PO000613,SUP0045,CON0115,2026-09-06,2026-10-08,BUY008,INR,Completed
PO000614,SUP0090,CON0101,2026-09-06,2026-09-23,BUY011,INR,Cancelled
PO000615,SUP0079,CON0034,2026-09-06,2026-09-16,BUY003,INR,Approved
PO000616,SUP0061,,2026-09-06,2026-10-21,BUY003,INR,Approved
PO000617,SUP0029,,2026-09-06,2026-10-06,BUY002,INR,Completed
PO000618,SUP0052,CON0094,2026-09-06,2026-10-16,BUY006,INR,Completed
PO000619,SUP0057,CON0074,2026-09-06,2026-09-13,BUY007,INR,Approved
PO000620,SUP0077,CON0099,2026-09-06,2026-10-15,BUY020,INR,Approved
PO000621,SUP0087,CON0038,2026-09-06,2026-09-15,BUY006,INR,Approved
PO000622,SUP0036,CON0083,2026-09-06,2026-10-08,BUY013,INR,Cancelled
PO000623,SUP0026,,2026-09-06,2026-10-16,BUY003,INR,Approved
PO000624,SUP0071,,2026-09-06,2026-10-01,BUY018,INR,Cancelled
PO000625,SUP0045,,2026-09-06,2026-10-05,BUY009,INR,Approved
PO000626,SUP0078,CON0047,2026-09-06,2026-09-25,BUY019,INR,Approved
PO000627,SUP0034,CON0021,2026-09-06,2026-09-24,BUY018,INR,Approved
PO000628,SUP0065,CON0055,2026-09-06,2026-10-01,BUY017,INR,Approved
PO000629,SUP0069,CON0060,2026-09-06,2026-10-19,BUY013,INR,Cancelled
PO000630,SUP0062,,2026-09-06,2026-09-28,BUY015,INR,Completed
PO000631,SUP0076,CON0149,2026-09-06,2026-09-14,BUY003,INR,Completed
PO000632,SUP0082,CON0040,2026-09-06,2026-09-27,BUY011,INR,Completed
PO000633,SUP0046,CON0076,2026-09-06,2026-10-16,BUY008,INR,Approved
PO000634,SUP0012,CON0059,2026-09-06,2026-10-08,BUY003,INR,Cancelled
PO000635,SUP0023,CON0087,2026-09-06,2026-10-13,BUY019,INR,Approved
PO000636,SUP0024,CON0033,2026-09-06,2026-09-25,BUY008,INR,Approved
PO000637,SUP0034,CON0021,2026-09-06,2026-09-26,BUY020,INR,Approved
PO000638,SUP0020,,2026-09-06,2026-09-19,BUY003,INR,Completed
PO000639,SUP0079,,2026-09-07,2026-09-14,BUY018,INR,Approved
PO000640,SUP0062,CON0056,2026-09-06,2026-10-06,BUY019,INR,Approved
PO000641,SUP0063,,2026-09-06,2026-09-24,BUY017,INR,Approved
PO000642,SUP0051,,2026-09-06,2026-09-27,BUY005,INR,Approved
PO000643,SUP0068,CON0032,2026-09-06,2026-10-10,BUY017,INR,Approved
PO000644,SUP0051,CON0022,2026-09-06,2026-09-24,BUY017,INR,Completed
PO000645,SUP0041,CON0015,2026-09-06,2026-09-13,BUY013,INR,Cancelled
PO000646,SUP0013,CON0072,2026-09-06,2026-10-03,BUY006,INR,Cancelled
PO000647,SUP0034,CON0021,2026-09-06,2026-09-28,BUY012,INR,Approved
PO000648,SUP0064,,2026-09-06,2026-10-10,BUY012,INR,Approved
PO000649,SUP0052,CON0094,2026-09-06,2026-09-30,BUY019,INR,Approved
PO000650,SUP0013,,2026-09-06,2026-09-30,BUY018,INR,Completed
PO000651,SUP0049,,2026-09-06,2026-09-25,BUY005,INR,Completed
PO000652,SUP0002,CON0045,2026-09-06,2026-09-24,BUY017,INR,Cancelled
PO000653,SUP0093,,2026-09-06,2026-10-03,BUY010,INR,Approved
PO000654,SUP0072,CON0064,2026-09-06,2026-10-19,BUY006,INR,Approved
PO000655,SUP0028,CON0102,2026-09-06,2026-09-29,BUY015,INR,Approved
PO000656,SUP0034,CON0021,2026-09-06,2026-10-06,BUY012,INR,Approved
PO000657,SUP0053,CON0103,2026-09-06,2026-09-20,BUY019,INR,Cancelled
PO000658,SUP0084,CON0020,2026-09-06,2026-10-17,BUY012,INR,Approved
PO000659,SUP0087,CON0118,2026-09-06,2026-10-15,BUY003,INR,Completed
PO000660,SUP0079,CON0034,2026-09-06,2026-10-01,BUY006,INR,Approved
PO000661,SUP0054,CON0104,2026-09-06,2026-10-19,BUY003,INR,Approved
PO000662,SUP0044,,2026-09-06,2026-09-27,BUY010,INR,Approved
PO000663,SUP0078,CON0047,2026-09-06,2026-10-08,BUY012,INR,Cancelled
PO000664,SUP0067,,2026-09-06,2026-10-11,BUY006,INR,Approved
PO000665,SUP0017,CON0017,2026-09-06,2026-09-28,BUY007,INR,Approved
PO000666,SUP0051,CON0135,2026-09-06,2026-09-19,BUY018,INR,Approved
PO000667,SUP0004,CON0085,2026-09-06,2026-10-08,BUY004,INR,Approved
PO000668,SUP0080,CON0147,2026-09-06,2026-09-22,BUY010,INR,Approved
PO000669,SUP0032,CON0004,2026-09-06,2026-10-01,BUY005,INR,Cancelled
PO000670,SUP0022,,2026-09-06,2026-09-14,BUY012,INR,Approved
PO000671,SUP0061,,2026-09-06,2026-10-12,BUY018,INR,Approved
PO000672,SUP0071,,2026-09-06,2026-10-11,BUY018,INR,Approved
PO000673,SUP0076,CON0149,2026-09-06,2026-10-21,BUY017,INR,Cancelled
PO000674,SUP0040,CON0126,2026-09-06,2026-10-05,BUY003,INR,Completed
PO000675,SUP0040,CON0126,2026-09-06,2026-10-06,BUY010,INR,Approved
PO000676,SUP0001,,2026-09-06,2026-10-16,BUY005,INR,Approved
PO000677,SUP0037,CON0133,2026-09-06,2026-10-13,BUY016,INR,Approved
PO000678,SUP0002,,2026-09-06,2026-10-10,BUY020,INR,Approved
PO000679,SUP0001,CON0121,2026-09-06,2026-10-18,BUY018,INR,Completed
PO000680,SUP0051,CON0150,2026-09-06,2026-09-28,BUY013,INR,Completed
PO000681,SUP0029,,2026-09-06,2026-09-29,BUY008,INR,Cancelled
PO000682,SUP0098,CON0137,2026-09-06,2026-09-30,BUY018,INR,Approved
