payment_id,invoice_id,payment_date,payment_amount
PAY000584,INV000978,2026-10-02,183222.9
PAY000585,INV000979,2026-10-20,25118763.32
PAY000586,INV000980,2026-11-13,12420781.94
PAY000587,INV000981,2026-10-05,34148151.78
PAY000588,INV000982,2026-11-26,41409369.39
PAY000589,INV000984,2026-11-03,9737108.15
PAY000590,INV000985,2026-11-13,10424792.13
PAY000591,INV000989,2026-12-01,9485548.53
PAY000592,INV000991,2026-09-21,16260436.55
PAY000593,INV000993,2026-10-04,11369422.91
PAY000594,INV000997,2026-12-02,20872822.06
PAY000595,INV000998,2026-10-02,538362.38
PAY000596,INV001000,2026-11-30,21793674.59
PAY000597,INV001001,2026-11-13,3881943.56
PAY000598,INV001002,2026-09-26,21789657.26
PAY000599,INV001005,2026-09-16,520376.44
PAY000600,INV001007,2026-11-04,1014931.58
PAY000601,INV001009,2026-11-14,28050947.45
PAY000602,INV001010,2026-12-07,10017338.64
PAY000603,INV001011,2026-10-17,36929838.0
PAY000604,INV001013,2026-11-04,15525827.56
PAY000605,INV001016,2026-12-08,11196995.24
PAY000606,INV001017,2026-11-09,23699821.01
PAY000607,INV001018,2026-11-25,3487367.64
PAY000608,INV001019,2026-11-24,3263574.6
PAY000609,INV001020,2026-10-20,14693695.6
PAY000610,INV001021,2026-11-25,10086799.51
PAY000611,INV001023,2026-09-26,19200376.08
PAY000612,INV001024,2026-11-07,1588132.56
PAY000613,INV001025,2026-10-08,1905430.38
PAY000614,INV001026,2026-11-01,4022256.41
PAY000615,INV001027,2026-10-26,8122845.56
PAY000616,INV001028,2026-11-14,17307691.71
PAY000617,INV001029,2026-11-11,20750746.91
PAY000618,INV001030,2026-11-16,32876253.76
PAY000619,INV001032,2026-10-28,21777706.96
PAY000620,INV001033,2026-10-09,978962.44
PAY000621,INV001034,2026-11-14,1945875.92
PAY000622,INV001035,2026-09-26,4425707.46
PAY000623,INV001036,2026-11-15,4450492.16
PAY000624,INV001037,2026-10-18,11738355.98
PAY000625,INV001038,2026-10-06,19406422.27
PAY000626,INV001040,2026-11-24,22551915.84
PAY000627,INV001043,2026-10-16,9304257.43
PAY000628,INV001046,2026-10-05,3937620.0
PAY000629,INV001048,2026-09-24,3833796.26
PAY000630,INV001049,2026-09-15,1012102.5
PAY000631,INV001051,2026-12-01,57267589.13
PAY000632,INV001056,2026-11-06,28115186.99
PAY000633,INV001057,2026-10-04,689555.68
PAY000634,INV001058,2026-11-07,33628733.97
PAY000635,INV001060,2026-11-28,8775205.64
PAY000636,INV001061,2026-11-04,14000389.76
PAY000637,INV001063,2026-10-29,26482434.28
PAY000638,INV001064,2026-10-12,14069475.86
PAY000639,INV001065,2026-10-01,14905022.26
PAY000640,INV001067,2026-11-14,21121950.4
PAY000641,INV001069,2026-11-03,21039848.81
PAY000642,INV001070,2026-11-03,43335691.05
PAY000643,INV001071,2026-11-05,30647875.95
PAY000644,INV001072,2026-10-15,2615939.01
PAY000645,INV001073,2026-10-27,15594330.23
PAY000646,INV001076,2026-11-26,7201087.71
PAY000647,INV001077,2026-10-08,21313436.53
PAY000648,INV001078,2026-11-23,36875769.05
PAY000649,INV001079,2026-10-17,20516764.83
PAY000650,INV001080,2026-11-12,20178045.96
PAY000651,INV001081,2026-11-24,22217197.94
PAY000652,INV001082,2026-11-25,9344076.52
PAY000653,INV001083,2026-11-26,25988275.49
PAY000654,INV001086,2026-09-23,9877795.79
PAY000655,INV001089,2026-09-28,19787622.11
PAY000656,INV001091,2026-11-07,26846899.51
PAY000657,INV001092,2026-11-29,32901617.71
PAY000658,INV001093,2026-12-01,33110946.48
PAY000659,INV001095,2026-11-30,145573.88
PAY000660,INV001096,2026-10-28,17309050.31
PAY000661,INV001097,2026-10-09,10470620.74
PAY000662,INV001099,2026-12-05,19094201.17
PAY000663,INV001101,2026-10-25,22975552.29
PAY000664,INV001102,2026-10-11,5123583.6
PAY000665,INV001103,2026-10-21,1763867.42
PAY000666,INV001104,2026-11-12,38699579.69
PAY000667,INV001105,2026-11-20,4581439.21
PAY000668,INV001106,2026-11-29,8832236.66
PAY000669,INV001109,2026-11-01,10634812.29
PAY000670,INV001111,2026-10-13,1809479.76
PAY000671,INV001112,2026-11-09,11920976.52
PAY000672,INV001115,2026-09-30,3347432.3
PAY000673,INV001116,2026-11-25,16808498.07
PAY000674,INV001118,2026-10-16,8831256.59
PAY000675,INV001120,2026-11-28,28416548.59
PAY000676,INV001122,2026-10-22,22335431.95
PAY000677,INV001125,2026-11-03,2362988.64
PAY000678,INV001126,2026-10-02,4872263.55
PAY000679,INV001128,2026-11-01,2918552.9
PAY000680,INV001129,2026-10-07,2354314.38
PAY000681,INV001130,2026-11-06,8326908.13
PAY000682,INV001131,2026-12-14,18090267.03
PAY000683,INV001132,2026-10-27,18995080.97
PAY000684,INV001133,2026-10-24,17178670.93
PAY000685,INV001134,2026-11-26,11341940.55
PAY000686,INV001135,2026-09-20,16202867.3
PAY000687,INV001136,2026-11-18,26035807.58
PAY000688,INV001137,2026-11-16,1350500.01
PAY000689,INV001138,2026-10-02,9231724.5
PAY000690,INV001140,2026-10-24,16747633.05
PAY000691,INV001142,2026-10-16,5278504.67
PAY000692,INV001143,2026-10-20,3397443.39
PAY000693,INV001144,2026-10-30,21878981.2
PAY000694,INV001145,2026-12-05,13159895.62
PAY000695,INV001146,2026-10-12,30289629.84
PAY000696,INV001147,2026-09-23,9715592.6
PAY000697,INV001148,2026-10-01,22334861.32
PAY000698,INV001149,2026-10-10,7935641.2
PAY000699,INV001150,2026-10-05,21753533.56
PAY000700,INV001151,2026-11-07,29754062.19
PAY000701,INV001153,2026-10-03,31775935.73
PAY000702,INV001154,2026-10-27,8069000.8
PAY000703,INV001156,2026-10-21,22199808.57
PAY000704,INV001158,2026-12-05,1728957.4
PAY000705,INV001159,2026-10-19,4586068.66
PAY000706,INV001160,2026-11-09,1346033.6
PAY000707,INV001161,2026-09-25,1921405.9
PAY000708,INV001162,2026-11-29,13384412.7
PAY000709,INV001163,2026-11-13,8678279.92
PAY000710,INV001164,2026-10-28,40617338.19
PAY000711,INV001166,2026-10-03,20117172.33
PAY000712,INV001167,2026-10-07,15532248.35
PAY000713,INV001170,2026-11-18,15099953.94
PAY000714,INV001171,2026-11-18,19627131.58
PAY000715,INV001173,2026-09-22,8964850.34
PAY000716,INV001176,2026-10-06,1064792.54
PAY000717,INV001177,2026-10-10,1232949.08
PAY000718,INV001178,2026-10-11,29809327.76
PAY000719,INV001179,2026-11-05,26123414.56
PAY000720,INV001180,2026-10-22,10212276.8
PAY000721,INV001182,2026-09-27,3094092.03
PAY000722,INV001183,2026-11-03,19305584.71
PAY000723,INV001186,2026-11-10,13209118.62
PAY000724,INV001188,2026-11-04,1412124.33
PAY000725,INV001189,2026-11-29,18867412.27
PAY000726,INV001190,2026-11-08,1651100.84
PAY000727,INV001191,2026-11-28,17478960.86
PAY000728,INV001192,2026-11-13,22842940.28
PAY000729,INV001194,2026-10-09,12285180.82
PAY000730,INV001196,2026-10-03,12522776.76
PAY000731,INV001197,2026-11-21,14461096.99
PAY000732,INV001198,2026-11-05,1974585.69
PAY000733,INV001202,2026-10-27,10590309.54
PAY000734,INV001203,2026-11-06,16896557.24
PAY000735,INV001205,2026-11-05,10987105.77
PAY000736,INV001206,2026-10-26,4655557.06
PAY000737,INV001207,2026-10-05,17754500.72
PAY000738,INV001210,2026-10-27,21599582.91
PAY000739,INV001211,2026-09-18,15287655.24
PAY000740,INV001212,2026-11-21,12598729.6
PAY000741,INV001213,2026-09-26,10407099.8
PAY000742,INV001214,2026-11-03,10607106.63
PAY000743,INV001215,2026-11-27,7483338.24
PAY000744,INV001216,2026-11-04,25624503.73
PAY000745,INV001217,2026-11-11,18822057.89
PAY000746,INV001227,2026-11-23,31853480.68
PAY000747,INV001228,2026-10-14,9655864.36
PAY000748,INV001229,2026-11-08,15829738.36
PAY000749,INV001230,2026-10-29,17572953.53
PAY000750,INV001232,2026-10-11,4033833.07
PAY000751,INV001233,2026-10-31,365651.22
PAY000752,INV001234,2026-10-25,18746445.4
PAY000753,INV001235,2026-09-27,19991203.66
PAY000754,INV001238,2026-11-13,13166329.86
PAY000755,INV001239,2026-09-24,14362872.38
PAY000756,INV001240,2026-11-24,7313946.6
PAY000757,INV001241,2026-10-04,7554796.08
PAY000758,INV001242,2026-11-01,11015511.33
PAY000759,INV001244,2026-10-27,803491.4
PAY000760,INV001245,2026-09-15,117275.42
PAY000761,INV001246,2026-11-30,39537217.71
PAY000762,INV001247,2026-11-03,45032888.0
PAY000763,INV001250,2026-11-27,16398270.9
PAY000764,INV001251,2026-10-14,25034166.72
PAY000765,INV001254,2026-11-24,28652192.22
PAY000766,INV001256,2026-11-02,12539725.4
PAY000767,INV001259,2026-09-24,37378689.96
PAY000768,INV001260,2026-11-01,3733576.61
PAY000769,INV001261,2026-11-10,17993729.0
PAY000770,INV001263,2026-12-12,16849431.35
PAY000771,INV001265,2026-10-06,14633894.57
PAY000772,INV001267,2026-11-02,6194565.54
PAY000773,INV001268,2026-09-25,6967968.77
PAY000774,INV001269,2026-10-23,23135781.45
PAY000775,INV001272,2026-09-29,32859632.49
PAY000776,INV001275,2026-10-30,18960269.74
PAY000777,INV001277,2026-10-26,6321528.81
PAY000778,INV001279,2026-11-16,1387327.56
PAY000779,INV001280,2026-10-29,28795800.17
PAY000780,INV001281,2026-10-05,25962719.56
PAY000781,INV001284,2026-11-13,14262653.8
PAY000782,INV001285,2026-10-25,5866580.72
PAY000783,INV001287,2026-11-26,6766665.09
PAY000784,INV001288,2026-12-01,16373326.27
PAY000785,INV001292,2026-11-22,26180669.43
PAY000786,INV001294,2026-11-01,17686684.69
PAY000787,INV001295,2026-10-22,18633878.14
PAY000788,INV001297,2026-11-23,27054589.51
PAY000789,INV001298,2026-11-18,37067949.67
PAY000790,INV001299,2026-10-23,22310414.97
PAY000791,INV001300,2026-12-01,8636003.28
PAY000792,INV001302,2026-09-26,27852188.18
PAY000793,INV001303,2026-10-25,1510195.68
PAY000794,INV001304,2026-11-11,10864935.93
PAY000795,INV001306,2026-12-01,4904047.62
PAY000796,INV001307,2026-11-17,36250602.37
PAY000797,INV001309,2026-11-15,14353079.7
PAY000798,INV001311,2026-09-30,9413677.66
PAY000799,INV001313,2026-10-13,14605428.04
PAY000800,INV001316,2026-11-07,12247099.57
PAY000801,INV001321,2026-11-12,26115544.68
PAY000802,INV001322,2026-11-21,24712316.74
PAY000803,INV001323,2026-12-02,22438205.65
PAY000804,INV001324,2026-11-05,24203200.77
PAY000805,INV001327,2026-11-06,953893.87
PAY000806,INV001328,2026-10-07,2797213.94
PAY000807,INV001331,2026-10-20,31401443.72
PAY000808,INV001336,2026-11-28,24120581.96
PAY000809,INV001337,2026-10-05,4752120.44
PAY000810,INV001339,2026-11-14,1908328.89
PAY000811,INV001340,2026-11-24,4329687.21
PAY000812,INV001341,2026-10-25,11071636.24
PAY000813,INV001343,2026-10-20,8020092.91
PAY000814,INV001348,2026-10-30,2346723.52
PAY000815,INV001349,2026-10-05,21690486.95
PAY000816,INV001350,2026-10-25,7618558.36
PAY000817,INV001351,2026-11-11,4384834.1
PAY000818,INV001354,2026-09-29,13538361.19
PAY000819,INV001360,2026-10-24,6056992.32
PAY000820,INV001363,2026-10-20,6278160.84
PAY000821,INV001364,2026-10-21,14993718.51
PAY000822,INV001365,2026-11-07,2930489.25
PAY000823,INV001366,2026-11-11,7613131.45
PAY000824,INV001368,2026-11-25,24274610.01
PAY000825,INV001369,2026-10-07,3188322.0
PAY000826,INV001370,2026-10-09,17756439.14
PAY000827,INV001372,2026-10-19,59084.1
PAY000828,INV001373,2026-10-23,27557168.96
PAY000829,INV001375,2026-10-16,17034963.76
PAY000830,INV001376,2026-12-05,145804.34
PAY000831,INV001377,2026-10-29,6939082.31
PAY000832,INV001379,2026-10-23,14286429.36
PAY000833,INV001380,2026-11-22,19664235.8
PAY000834,INV001382,2026-10-21,18145322.27
PAY000835,INV001383,2026-09-23,28465624.35
PAY000836,INV001384,2026-10-23,14597752.78
PAY000837,INV001387,2026-09-29,4518229.38
PAY000838,INV001388,2026-10-04,36412853.76
PAY000839,INV001389,2026-11-13,11238193.45
PAY000840,INV001390,2026-11-28,820394.08
PAY000841,INV001393,2026-10-24,14436413.25
PAY000842,INV001394,2026-10-24,336936.9
PAY000843,INV001395,2026-11-13,9025827.52
PAY000844,INV001396,2026-10-11,17838443.11
PAY000845,INV001398,2026-10-15,8190250.89
PAY000846,INV001401,2026-11-13,16145517.61
PAY000847,INV001402,2026-09-25,15451910.81
PAY000848,INV001405,2026-10-11,7620191.56
PAY000849,INV001406,2026-11-29,26160768.18
PAY000850,INV001410,2026-11-19,21118725.78
PAY000851,INV001411,2026-10-23,22821245.59
PAY000852,INV001418,2026-09-28,2659952.12
PAY000853,INV001419,2026-11-01,16336586.58
PAY000854,INV001421,2026-10-21,17510932.97
PAY000855,INV001423,2026-10-07,222612.39
PAY000856,INV001425,2026-10-18,20659454.79
PAY000857,INV001426,2026-11-23,13921026.54
PAY000858,INV001429,2026-11-06,10926476.84
PAY000859,INV001432,2026-10-15,31359712.48
PAY000860,INV001434,2026-11-10,2576089.24
PAY000861,INV001439,2026-11-11,6977514.04
PAY000862,INV001441,2026-12-04,14532093.32
PAY000863,INV001442,2026-11-28,10306018.39
PAY000864,INV001443,2026-11-13,48423794.14
PAY000865,INV001444,2026-11-11,10219872.86
PAY000866,INV001445,2026-11-15,2315816.5
PAY000867,INV001449,2026-11-05,11197415.92
PAY000868,INV001450,2026-11-02,12465295.3
PAY000869,INV001452,2026-10-09,13814859.53
PAY000870,INV001453,2026-10-31,6660694.31
PAY000871,INV001454,2026-10-23,2051631.12
PAY000872,INV001455,2026-10-07,2492787.49
PAY000873,INV001456,2026-10-14,11471311.75
PAY000874,INV001458,2026-10-24,19596839.5
PAY000875,INV001459,2026-10-05,22829353.71
PAY000876,INV001460,2026-09-29,6625599.62
PAY000877,INV001462,2026-11-05,5262030.6
PAY000878,INV001463,2026-11-29,19001002.4
PAY000879,INV001465,2026-10-29,7123788.23
PAY000880,INV001466,2026-10-22,3865106.28
PAY000881,INV001467,2026-11-08,20552342.65
PAY000882,INV001470,2026-11-09,20439051.63
PAY000883,INV001472,2026-11-26,23830528.99
PAY000884,INV001473,2026-11-27,6550518.93
PAY000885,INV001475,2026-11-05,19687293.95
PAY000886,INV001476,2026-10-08,4911465.0
PAY000887,INV001478,2026-11-07,28920595.44
PAY000888,INV001480,2026-11-26,20863043.61
PAY000889,INV001481,2026-11-17,23834943.0
PAY000890,INV001482,2026-11-27,14629127.94
PAY000891,INV001483,2026-11-28,18094063.08
PAY000892,INV001485,2026-12-02,16678564.47
PAY000893,INV001486,2026-10-28,15225667.02
PAY000894,INV001489,2026-11-09,276502.32
PAY000895,INV001490,2026-11-05,4993261.0
PAY000896,INV001491,2026-10-20,14464882.5
PAY000897,INV001492,2026-11-18,20729072.84
PAY000898,INV001494,2026-11-20,24947873.7
PAY000899,INV001495,2026-10-14,13553851.83
PAY000900,INV001496,2026-11-20,21633691.4
PAY000901,INV001497,2026-11-17,20108433.21
PAY000902,INV001498,2026-11-02,30616795.11
PAY000903,INV001499,2026-09-30,14686422.93
PAY000904,INV001501,2026-11-11,9075275.25
PAY000905,INV001503,2026-10-17,12723682.21
PAY000906,INV001505,2026-11-09,10166633.19
PAY000907,INV001508,2026-12-04,13941121.76
PAY000908,INV001509,2026-10-30,837359.49
PAY000909,INV001510,2026-10-21,19470520.36
PAY000910,INV001511,2026-10-29,1009030.44
PAY000911,INV001516,2026-11-01,10743778.2
PAY000912,INV001517,2026-11-18,4577391.81
PAY000913,INV001519,2026-11-08,12556880.88
PAY000914,INV001521,2026-10-25,20081966.8
PAY000915,INV001522,2026-11-15,4303023.04
PAY000916,INV001524,2026-10-29,5840193.79
PAY000917,INV001525,2026-10-15,20450147.5
PAY000918,INV001529,2026-10-16,7058068.46
PAY000919,INV001530,2026-10-21,17444484.32
PAY000920,INV001532,2026-09-29,14612521.12
PAY000921,INV001535,2026-11-28,22595051.32
PAY000922,INV001537,2026-11-09,22253470.17
PAY000923,INV001538,2026-10-17,3225532.46
PAY000924,INV001539,2026-11-14,12564050.48
PAY000925,INV001540,2026-10-27,19600664.44
PAY000926,INV001541,2026-10-11,7147158.18
PAY000927,INV001542,2026-10-11,2549249.72
PAY000928,INV001543,2026-10-18,33278099.35
PAY000929,INV001545,2026-11-23,22059.65
PAY000930,INV001546,2026-11-22,6173435.71
PAY000931,INV001547,2026-10-18,5596463.99
PAY000932,INV001548,2026-11-08,8252535.72
PAY000933,INV001549,2026-11-05,3552121.67
PAY000934,INV001550,2026-11-24,7379485.86
PAY000935,INV001553,2026-10-22,12751522.11
PAY000936,INV001554,2026-09-16,26193887.54
PAY000937,INV001556,2026-10-10,15886874.52
PAY000938,INV001557,2026-10-09,17926157.16
PAY000939,INV001560,2026-10-18,21324003.92
PAY000940,INV001561,2026-11-23,11504384.2
PAY000941,INV001565,2026-11-17,21631687.59
PAY000942,INV001566,2026-09-28,112387.38
PAY000943,INV001567,2026-10-18,19964681.54
PAY000944,INV001568,2026-10-30,21124169.9
PAY000945,INV001569,2026-09-30,3839804.12
PAY000946,INV001570,2026-11-01,18750115.52
PAY000947,INV001573,2026-10-05,14272148.91
PAY000948,INV001574,2026-10-01,10569211.85
PAY000949,INV001575,2026-10-18,12626609.38
PAY000950,INV001576,2026-10-29,6481852.54
PAY000951,INV001577,2026-09-29,24507307.22
PAY000952,INV001578,2026-10-30,29133364.65
PAY000953,INV001579,2026-09-26,2192510.6
PAY000954,INV001580,2026-11-24,7016036.68
PAY000955,INV001581,2026-10-14,20721601.27
PAY000956,INV001585,2026-10-27,13830794.13
PAY000957,INV001587,2026-11-04,25821292.72
PAY000958,INV001589,2026-11-26,14315498.99
PAY000959,INV001592,2026-11-18,8788587.94
PAY000960,INV001593,2026-10-16,18572690.8
PAY000961,INV001596,2026-10-31,19664410.06
PAY000962,INV001597,2026-10-30,16059039.15
PAY000963,INV001598,2026-11-06,25543056.46
PAY000964,INV001602,2026-10-23,19738364.49
PAY000965,INV001605,2026-10-15,6066022.8
PAY000966,INV001606,2026-11-07,1899585.27
PAY000967,INV001609,2026-10-10,16514155.97
PAY000968,INV001610,2026-09-25,22680251.01
PAY000969,INV001611,2026-10-30,8449864.76
PAY000970,INV001612,2026-10-28,12998206.73
PAY000971,INV001616,2026-10-31,20379287.23
PAY000972,INV001617,2026-11-07,11480394.56
PAY000973,INV001618,2026-11-12,1183595.61
PAY000974,INV001619,2026-10-29,19516654.04
PAY000975,INV001621,2026-10-18,471090.6
PAY000976,INV001624,2026-11-23,18430532.96
PAY000977,INV001625,2026-11-07,17713971.9
PAY000978,INV001626,2026-11-26,7870367.4
PAY000979,INV001627,2026-11-08,25096639.09
PAY000980,INV001628,2026-10-08,302078.88
PAY000981,INV001630,2026-10-14,29114712.06
PAY000982,INV001631,2026-11-07,6060491.97
PAY000983,INV001632,2026-11-22,16196605.42
PAY000984,INV001634,2026-11-06,33939853.24
PAY000985,INV001636,2026-11-14,12478060.2
PAY000986,INV001639,2026-11-01,15772713.06
PAY000987,INV001640,2026-11-17,22046502.69
PAY000988,INV001643,2026-11-02,13560827.07
PAY000989,INV001644,2026-10-19,9217057.31
PAY000990,INV001646,2026-11-02,24921731.47
PAY000991,INV001647,2026-11-04,11281910.63
PAY000992,INV001648,2026-10-31,21140976.61
PAY000993,INV001650,2026-10-22,13610773.59
PAY000994,INV001652,2026-11-07,15882385.56
PAY000995,INV001653,2026-10-05,5513858.15
PAY000996,INV001654,2026-10-20,7837101.44
PAY000997,INV001655,2026-11-17,30942767.25
PAY000998,INV001657,2026-10-29,2845319.4
PAY000999,INV001658,2026-09-24,17706404.83
PAY001000,INV001659,2026-10-24,7018918.96
PAY001001,INV001660,2026-10-08,20906854.98
PAY001002,INV001664,2026-09-20,14696514.29
PAY001003,INV001665,2026-11-01,2336861.88
PAY001004,INV001666,2026-11-01,21931437.16
PAY001005,INV001669,2026-11-13,14751327.85
PAY001006,INV001671,2026-10-03,15227761.87
PAY001007,INV001673,2026-10-04,6657799.4
PAY001008,INV001674,2026-10-09,6420586.77
PAY001009,INV001675,2026-10-20,22026399.17
PAY001010,INV001676,2026-10-18,11067241.19
PAY001011,INV001678,2026-12-03,25740839.26
PAY001012,INV001679,2026-10-15,7455381.37
PAY001013,INV001681,2026-10-21,22148060.47
PAY001014,INV001683,2026-10-19,9974417.14
PAY001015,INV001685,2026-12-09,7039892.61
PAY001016,INV001687,2026-11-07,39421389.0
PAY001017,INV001688,2026-10-31,7547851.77
PAY001018,INV001690,2026-11-21,23106461.7
PAY001019,INV001691,2026-10-11,27617118.95
PAY001020,INV001692,2026-10-12,21583913.46
PAY001021,INV001694,2026-10-13,6197258.99
PAY001022,INV001696,2026-09-24,19824035.11
PAY001023,INV001697,2026-10-29,23509560.17
PAY001024,INV001698,2026-11-08,10497709.8
PAY001025,INV001701,2026-10-20,7244503.44
PAY001026,INV001702,2026-10-06,16326276.74
PAY001027,INV001703,2026-10-07,13820653.1
PAY001028,INV001704,2026-12-01,25650165.3
PAY001029,INV001706,2026-11-22,7407874.7
PAY001030,INV001708,2026-11-24,11612769.83
PAY001031,INV001709,2026-11-13,13811493.22
PAY001032,INV001710,2026-09-27,5418952.51
PAY001033,INV001711,2026-11-23,10667573.75
PAY001034,INV001714,2026-11-12,4333946.61
PAY001035,INV001716,2026-09-23,10363389.0
PAY001036,INV001717,2026-10-16,8491838.52
PAY001037,INV001718,2026-10-25,1453244.04
PAY001038,INV001720,2026-10-01,12337400.39
PAY001039,INV001722,2026-11-19,4612286.78
PAY001040,INV001727,2026-11-23,15440246.73
PAY001041,INV001729,2026-10-07,9018812.91
PAY001042,INV001732,2026-10-18,14087122.03
PAY001043,INV001733,2026-10-11,19545421.06
PAY001044,INV001737,2026-11-03,5696649.89
PAY001045,INV001739,2026-11-14,22662039.06
PAY001046,INV001742,2026-11-12,3774833.25
PAY001047,INV001743,2026-09-23,7950481.58
PAY001048,INV001744,2026-11-17,28827428.74
PAY001049,INV001746,2026-11-18,25918025.21
PAY001050,INV001747,2026-11-03,22676734.38
PAY001051,INV001748,2026-09-23,28223759.34
PAY001052,INV001749,2026-11-21,2850530.22
PAY001053,INV001751,2026-10-17,13245633.92
PAY001054,INV001752,2026-11-05,2165340.54
PAY001055,INV001753,2026-12-03,18563112.96
PAY001056,INV001756,2026-11-10,4991154.63
PAY001057,INV001758,2026-11-17,14169739.51
PAY001058,INV001760,2026-12-10,3892458.5
PAY001059,INV001761,2026-10-05,2505429.41
PAY001060,INV001763,2026-09-23,21918844.11
PAY001061,INV001765,2026-10-29,2815298.12
PAY001062,INV001767,2026-12-01,1989618.41
PAY001063,INV001770,2026-10-15,20768139.78
PAY001064,INV001771,2026-11-23,2594307.2
PAY001065,INV001773,2026-09-19,5159793.24
PAY001066,INV001774,2026-11-09,1495694.2
PAY001067,INV001775,2026-11-07,18433706.62
PAY001068,INV001776,2026-11-04,42113262.0
PAY001069,INV001780,2026-10-28,18590901.58
PAY001070,INV001781,2026-11-15,8650075.56
PAY001071,INV001782,2026-10-31,21883129.31
PAY001072,INV001783,2026-10-30,25484802.96
PAY001073,INV001784,2026-10-10,6506091.56
PAY001074,INV001785,2026-10-02,23152288.44
PAY001075,INV001786,2026-12-06,2328015.07
PAY001076,INV001788,2026-11-18,56545.02
PAY001077,INV001791,2026-10-12,15378303.1
PAY001078,INV001792,2026-10-06,1136916.0
PAY001079,INV001793,2026-11-22,909228.42
PAY001080,INV001794,2026-10-20,12213178.16
PAY001081,INV001796,2026-11-03,6857753.04
PAY001082,INV001797,2026-11-14,23064979.26
PAY001083,INV001799,2026-12-08,20409554.24
PAY001084,INV001800,2026-10-13,8336963.99
PAY001085,INV001801,2026-10-26,2099748.92
PAY001086,INV001802,2026-10-21,15280284.25
PAY001087,INV001803,2026-11-01,12277914.07
PAY001088,INV001804,2026-11-02,23600872.23
PAY001089,INV001805,2026-10-08,19977480.76
PAY001090,INV001806,2026-12-03,11432604.72
PAY001091,INV001807,2026-10-16,11641687.2
PAY001092,INV001810,2026-11-01,20144284.74
PAY001093,INV001812,2026-10-16,20933489.45
PAY001094,INV001813,2026-11-21,3825823.06
PAY001095,INV001814,2026-10-18,3033792.59
PAY001096,INV001815,2026-11-23,33291566.0
PAY001097,INV001817,2026-11-04,7856667.63
PAY001098,INV001819,2026-10-21,9339064.68
PAY001099,INV001823,2026-11-02,20479175.11
PAY001100,INV001824,2026-10-23,8927542.5
PAY001101,INV001825,2026-10-09,15030841.3
PAY001102,INV001829,2026-10-18,6563330.23
PAY001103,INV001830,2026-10-10,6967798.53
PAY001104,INV001835,2026-10-16,24955775.15
PAY001105,INV001836,2026-11-01,10513616.99
PAY001106,INV001837,2026-11-04,16266580.3
PAY001107,INV001839,2026-09-25,19448375.75
PAY001108,INV001840,2026-10-25,22612630.11
PAY001109,INV001842,2026-10-16,19475382.93
PAY001110,INV001843,2026-10-01,23467411.11
PAY001111,INV001844,2026-10-11,10855375.74
PAY001112,INV001846,2026-10-03,15091598.97
PAY001113,INV001847,2026-10-10,13402882.48
PAY001114,INV001855,2026-11-21,14674360.24
PAY001115,INV001856,2026-10-10,25014631.84
PAY001116,INV001857,2026-11-26,34741023.73
PAY001117,INV001861,2026-10-12,16044176.98
PAY001118,INV001863,2026-10-17,23775275.99
PAY001119,INV001864,2026-10-11,4023792.69
PAY001120,INV001865,2026-10-07,22056850.6
PAY001121,INV001866,2026-10-18,15512351.35
PAY001122,INV001867,2026-11-06,12968897.68
PAY001123,INV001870,2026-11-09,10231509.54
PAY001124,INV001871,2026-10-20,7881207.7
PAY001125,INV001872,2026-10-24,26172427.38
PAY001126,INV001875,2026-10-16,1343912.6
PAY001127,INV001877,2026-11-05,18726245.3
PAY001128,INV001881,2026-10-15,21013727.88
PAY001129,INV001882,2026-11-22,8050455.22
PAY001130,INV001883,2026-11-02,7216111.74
PAY001131,INV001884,2026-11-04,9033650.5
PAY001132,INV001886,2026-11-13,11429832.57
PAY001133,INV001888,2026-11-19,13620054.41
PAY001134,INV001889,2026-10-10,17680604.71
PAY001135,INV001893,2026-10-23,16699375.41
PAY001136,INV001894,2026-11-13,1247846.04
PAY001137,INV001895,2026-09-26,1210413.78
PAY001138,INV001896,2026-10-29,8919561.95
PAY001139,INV001900,2026-11-15,13227974.12
PAY001140,INV001901,2026-11-13,25817916.45
PAY001141,INV001902,2026-10-06,3052460.4
PAY001142,INV001903,2026-10-29,28040801.99
PAY001143,INV001904,2026-10-02,17886442.97
PAY001144,INV001906,2026-10-05,12848827.54
PAY001145,INV001907,2026-10-06,24064961.69
PAY001146,INV001908,2026-10-29,14397024.18
PAY001147,INV001909,2026-09-28,7947727.34
PAY001148,INV001910,2026-11-25,5019746.82
PAY001149,INV001913,2026-11-09,373910.94
PAY001150,INV001914,2026-10-24,27657541.41
PAY001151,INV001915,2026-10-05,16389808.24
PAY001152,INV001916,2026-09-18,17931158.48
PAY001153,INV001917,2026-10-03,22044945.19
PAY001154,INV001918,2026-11-03,18124911.02
PAY001155,INV001919,2026-11-21,546518.85
PAY001156,INV001920,2026-10-08,2063170.59
PAY001157,INV001921,2026-10-11,3676170.85
PAY001158,INV001922,2026-10-20,18168001.65
PAY001159,INV001926,2026-10-25,2460303.09
PAY001160,INV001927,2026-11-19,8607600.32
PAY001161,INV001928,2026-10-05,5052586.65
PAY001162,INV001929,2026-09-25,14787192.42
PAY001163,INV001932,2026-11-16,2176836.12
PAY001164,INV001933,2026-10-01,7650399.06
PAY001165,INV001934,2026-10-01,11336865.26
PAY001166,INV001935,2026-10-20,24419350.47
